Customer ID,Interested in sustainable range,Gender,Age,"TikTok user, at least weekly",Prefer to eat vegan food,Occupation: Director / Managerial,Occupation: Office Worker,Occupation: Professional,Occupation: Retired,Occupation: Service Sector,Occupation: Skilled / Manual Worker,Occupation: Student,Occupation: Unemployed,Highest qualification achieved: GCSE or equivalent,Highest qualification achieved: A-level or equivalent,Highest qualification achieved: university degree or higher,Interests : antiques or fine art,Interests : meditation / mindfulness,Magazines read : celebrity,Has recently switched current account,Internet: moderate user,Internet: frequent user,"Uses Netflix, at least once a week","Facebook user, at least weekly","LinkedIn user, at least weekly","Snapchat user, at least weekly",I love to buy new gadgets and appliances,If an advert on the Internet looks interesting I will click on it,Watches catch-up TV / VoD with ads at least once a week,Watches ITV,Watches Channel 4,Watches Channel 5,Watches Sky 1,Watches Sky Atlantic,Takes own re-usable cup to a coffee shop/cafe,I prefer not to shop in major high street chains,I look for the lowest possible prices when I go shopping,I think more favourably of companies that sponsor events,I only buy products from a company whose ethics I agree with,Has bought something after seeing an ad on the internet in the past 12 months,Has bought something after seeing an email ad in the past 12 months,Has a current account with a neo challenger bank,Car shares journey to work,Interests : vegetarian products,Celebrities influence my purchase decisions,Tends to use a refillable water bottle most days,Internet: light user,Children at home : 0,Children at home : 1,Children at home : 2,Children at home : 3+
771022,1,F,35-44,14.3,10.3,3.8,12.1,28.2,0,19.8,19,1.7,2.7,16.8,47.9,27,17.8,7.7,5.2,2.8,58.3,38.5,56.8,78.4,11.8,36.8,40.8,46.7,71.1,75.7,60,42.3,31.8,24.8,17,16,66.9,28.1,39.5,22.5,12.6,2.3,7.7,16.3,9,61.8,2,48.7,26.9,18.5,5.9
771095,0,M,45-54,6.65,6.85,5.11,13.17,34.19,0.08,20.61,11.5,0.14,2.29,27.95,38.46,29.15,21.54,8.05,3.44,3.41,49.15,48.85,45.13,67.95,9.44,16.41,30.81,34.91,69.2,88.29,68.15,55.48,33.68,26.14,17.11,13.47,59.01,18.41,34.97,20.87,14.52,2.55,6.02,15.53,4.38,54.46,1.38,27.68,28.43,34.67,9.22
771184,1,F,35-44,21.7,12.8,3.4,9.2,25.5,0,23.5,13.1,2.8,3.9,21.3,36,32.1,17.6,6.2,5.8,3.4,58.4,38.6,53.2,77.1,13,39.9,39,47.8,65.3,74.6,49.1,41.2,25.6,20,20.9,23,64.9,31.7,40.4,19.3,13.8,3.1,6.9,24.5,11.7,59.4,1.4,20.3,21.4,31.6,26.6
771202,1,F,35-44,21.8,11.9,3.7,9,26.1,0,25.1,19,0.9,3.4,33.7,39.8,13.7,14.4,5.9,4.6,3.3,57.6,39.8,55.3,77.8,12.5,35.3,42.5,48.5,65.4,77.8,53.8,46,34.2,25.6,17.1,19.4,64.9,29.5,40.1,18.2,12.2,1.8,11,16.3,13.6,57.9,1.2,9.3,16.1,37,37.6
771238,1,M,55-64,2.6,4.9,5,8.1,25.3,5.6,13,11.1,0.5,2.2,24.7,36.2,31,26.5,9,2,1.9,57.2,37.6,28.8,59.4,7.1,6.6,20.4,26.1,61,89,67.1,55.1,24.6,19.6,13.8,15.6,48.2,15.4,29.6,18.9,12,1.5,3.8,14.9,2.1,48.4,2.3,71.2,15.8,11.2,1.9
771299,1,M,25-34,31.7,16.6,4.9,15.8,40.1,0,14,10.6,4.6,1.5,13,40.3,43.5,16.7,6.9,6,5.2,45.1,53.9,69.8,81.4,22.2,57.1,42.9,47.5,75.7,74.1,48.6,35.5,24.4,19.2,15.5,18.5,70.1,33.7,49.6,26.2,14.8,5.4,8.6,28.9,16.5,65.5,0.9,47.4,21.8,25,5.8
771378,0,F,65-74,1.22,2.8,1.73,0.94,4.94,81.21,2.6,7.01,0.53,0.17,29.28,33.79,12.35,18.21,2.21,0.55,1.93,50.27,30.13,14.46,41.06,4.25,1.32,26.04,18.21,45.17,86.41,57.4,54.3,25.14,16.66,8.04,16.19,39.49,15.97,26.39,15.52,8.27,0.62,0.81,5.52,1.56,26.82,5.32,85.52,8.45,4.79,1.24
771380,0,M,45-54,5.54,6.97,6.79,9.81,28.92,1.78,13.9,7.34,2.54,1.33,19.21,39.39,37.51,24.79,9.25,2.24,3.47,34.59,61.49,39.13,72.25,6.5,12.1,27.26,32.45,63.86,82.66,65.29,49.25,19.94,17.36,19.63,18.36,58.85,19.21,34.45,20.67,14.45,3.31,4.28,22.23,3.48,58.36,1.57,81.03,11.15,6.82,1.01
771422,0,M,45-54,6.94,10.68,9.67,7.76,34.82,1.02,6.83,2.69,8.71,0.63,8,34.6,56.37,24.95,9.83,3.08,3.5,41.07,57.56,48.16,73.28,14.07,18.59,31.83,30.82,67.99,81.44,68.28,44.31,20.98,19.09,26.79,16.02,56.21,19.87,39.47,23.56,17.49,6.73,4.88,28.41,4.74,64.14,0.97,61.86,13.25,19.15,5.74
771480,1,F,35-44,24.1,13.6,14.9,5.9,38.4,0,6.5,27.1,1.3,1.8,13.2,38.3,45.1,13.6,3.6,1.7,5.6,33.5,65.7,58.3,69.3,27.8,36.1,56.6,42.7,70.9,73.2,62.2,44.6,36.2,26.5,15.4,22.5,63.1,33.7,41.6,27.1,18.3,5.4,10,17.1,12.3,48.1,0.6,22.3,25.3,37.6,14.8
771494,0,M,18-24,26.74,18.63,3.89,2.39,9.66,0.06,8.81,14.06,57.65,2.19,4.52,60.38,29.11,16.25,7.52,1.87,5.93,25.96,72.13,61.74,72.13,31.42,47.4,61.86,42.49,68.24,33.32,30.95,18.24,12.99,13.37,11.53,26.54,76.74,36.73,44.36,27.81,10.15,13.11,15.5,20.47,7.68,66.88,1.01,70.84,12.21,12.38,4.57
771644,0,M,75+,4.29,5.35,6.15,2.38,18.7,13.84,7.97,14.52,6.53,6.7,22.65,33.89,34.65,21.23,4.01,1.03,3.23,37.89,50.58,32.63,54.29,11.84,6.85,36.39,25.72,56.28,82.4,61.14,46.69,23.64,17.54,18.79,17.44,50.71,21.35,32.1,21.22,11.17,3.81,2.99,9.22,3.92,40.39,2.28,83.42,8.87,5.68,2.03
771671,0,O,25-34,13.83,9.27,2.85,8.34,22.32,0.03,24.41,15.73,2.1,3.23,31.93,40.4,17.81,14.48,6.6,5.32,4.2,49.92,48.24,56.2,77.32,10.82,36.72,40.51,45.19,69.26,80.89,60.62,49.54,32.14,20.61,13.06,16.73,64.97,27.58,39.33,20.78,12.91,2.93,6.22,12.21,10.47,54.37,0.91,22.79,32.4,31.06,13.75
771714,1,M,35-44,26.3,18,9,19.1,35.8,0,13.6,7.5,2,2.1,13.2,35,47.6,17.4,9.5,6.8,2.5,72.6,24.1,59.4,71.3,28.4,39.6,41.1,50.8,71.2,72.9,50.5,39.9,30,24.4,18.7,17.2,64.7,36.7,48.2,22.3,14.5,3.6,12.2,28.9,12.5,63.4,2.3,25.4,19.1,28.6,27
771735,1,F,25-34,24.6,16.2,3.2,10,29.8,0,19.8,21.9,3.1,2.6,19.4,48.4,22.4,13.9,6,6.4,3.5,51.2,46.5,68.4,83.4,15,58.1,46.9,51,73.1,61.2,44.1,33.6,25.4,20.2,13.1,24.1,70.3,33.7,45.7,24.1,13.6,3.1,10.4,22.3,15.6,62.7,1.4,33.5,28.6,27.6,10.3
771815,0,F,25-34,4.16,5.5,4.14,8.45,21.36,7.05,6.96,6.92,7.95,1.13,11.61,45.1,37.12,24.48,7.2,2.93,3.85,44.12,50.43,38.42,71.38,6.72,13.09,24.4,31.44,62.12,79.89,62.54,41.2,21.29,16.71,14.08,15.44,51.84,19.19,34.37,19.43,12.07,4.48,3.11,18.13,3,55.66,2.41,81.61,11.43,5.92,1.04
772051,1,M,25-34,31.6,14.6,4.1,9.7,34.9,0,22.1,10.5,4.4,2.7,22.5,43.7,27.9,13.9,6.7,6.4,4,50.3,48.4,68.3,81.7,22.7,55,48.4,48.3,68.1,73.3,56.9,39.8,28,20.4,21.4,18.8,71.6,35.2,48.7,23.8,14.3,6.6,8.5,18.4,14.9,65.5,1,23.2,18.5,29,29.3
772248,1,O,45-54,8.5,5.8,7.5,5.3,25.4,0.2,10,40.9,0.1,4.5,34.5,40.8,17.6,16.6,3.4,1.4,3.5,44.9,52.7,43.3,61.9,13.4,13.3,43.8,33.8,65.6,82.9,64.9,52.2,37.1,26.6,13.1,17.3,58.1,22.7,32.2,23.1,14.1,1.6,8.4,12.1,4.6,42.9,1.4,71.5,15.1,11.4,2
772330,0,M,25-34,38.73,18.42,12.98,5.95,42.5,0.02,8.68,18.93,4.97,2.7,12.27,36.3,48.6,14.17,4.23,1.97,8.32,40.69,58.49,69.76,76.14,35.14,52.6,59.2,46.45,72.77,68.4,55.98,34.97,23.81,19.84,17.61,22.2,66.69,39.82,48.13,29.95,16.3,10.38,9.89,19.21,21.27,57.37,0.72,43.6,22.36,24.58,9.46
772410,1,F,25-34,31.7,16.5,4.9,13.3,36.7,0,18.6,7.8,6.1,1.9,13.8,39.8,43.1,15.2,7.1,5.1,5.8,42.5,56.7,69.6,80.7,21,57.3,47.2,48.2,75.7,74.1,56.5,37.2,22.7,19.7,17.9,18.6,71.7,33.7,49.3,25.7,15.5,7.1,12.2,22.8,16.6,66.5,0.7,24.4,20.1,34.9,20.6
772573,0,F,65-74,2,4.33,2.75,6.27,12.74,33.5,5.68,6.31,1.73,0.61,25,41.56,18.37,23.5,5.96,2.07,2.57,50.59,35.12,25.51,59.37,4.41,7.61,16.5,23.03,53.94,81.81,54.24,46.07,20.31,14.88,8.36,16.06,46.19,22.3,30.16,14.21,9.23,1.24,2.17,18.58,1.93,44.83,3.76,87.29,6.76,4.53,1.41
772606,1,M,18-24,21.5,12.5,5.7,4.4,24.1,0.1,12.1,27,10.4,5.2,19.1,51.1,22.7,11.3,3.8,1.5,5.6,44.8,52.8,57.2,69.4,20.4,54.9,52.7,41.1,66.9,61.6,49.6,34.3,28.7,21.5,10.8,20,63.7,42.9,39.2,26.5,12.7,4,12.8,16.6,9,49.1,1,44.6,18.4,23.9,13.1
772717,1,F,45-54,5.5,7.4,6,11.8,32.4,0.1,20.5,14.8,0.1,2.4,30.8,35.7,26.6,22.2,7.8,5.5,2.4,53.7,43,44.4,68.6,7.9,16.1,27.6,37.3,66.3,84.8,68.7,53.4,30.7,22.2,13.6,17.3,57.5,19.9,32.9,19.5,15.5,1.4,6.1,17.5,4.7,52.4,2,46.1,29.2,20.6,4.1
773035,0,M,35-44,11.73,20.22,6.54,8.27,23.04,1.11,11.24,5.58,4.78,1.65,17.06,37.05,40.87,19.31,9.43,6.83,3.12,56.51,40.84,47.1,65.7,18.97,22.43,33.14,40.01,65.13,67.92,48.23,43.28,21.17,14.71,16.57,17.97,53.35,25.74,41.27,19.88,14.39,5.5,3.83,37.54,10.15,55.9,1.19,47.24,18.78,26.19,7.79
773036,1,F,65-74,1,2.8,1.8,3.2,6,74.1,2.4,2.5,0.8,0.1,25.8,38.5,18.6,24.7,4.1,1.3,1.7,46.2,34.7,21.4,58.6,3,2.1,15.9,18.9,44.5,87.6,64.2,53.5,20.1,12.9,8.7,15.4,40.6,12.8,27.7,10.9,8.7,2.5,0.8,10.3,1.6,36.4,3.9,88.2,6.6,4.4,0.8
773536,0,F,65-74,4.6,13.21,12.69,2.85,29.87,29.73,1.57,5.85,8.44,0.67,5.24,33.28,60.22,21.89,2.73,0.83,3.51,41.71,53.84,40.12,57.85,14.84,12.01,45.74,31.27,60.89,85.01,77.68,48.1,34.7,27.68,18.46,16.46,45.7,21.35,28.34,26.61,20.07,3.81,3.17,11.65,10.25,47.14,2.64,71.45,11.4,13.22,3.93
773539,1,M,45-54,6.5,7.7,5.4,9.6,33,0.1,22.3,11.5,0.2,2.8,25.1,32.9,37.1,23.1,11.6,4,2.3,59.5,36.7,42.2,69.7,11.2,17.2,28.6,35.9,63.3,85.4,62.3,54.5,28.1,21.2,19.1,15,57.8,21.9,33.1,21.1,14.4,2.4,4.4,20.4,3.9,56.6,1.7,42.4,27.9,18.2,11.5
773558,1,M,55-64,2.1,6.3,4.2,8.9,15.3,9.1,11.3,21.9,0.4,4.7,25.2,29.7,32.4,28.1,7.3,3.8,2.6,54.2,21.9,21.8,49.9,5.7,5.5,20.8,22.7,47.3,83.5,59.5,54.9,19,12.8,9.4,17.8,44.3,16.5,28.7,13.4,9.1,1.2,5.4,19.2,3,45.7,2.8,85.4,9,4.2,1.4
773619,1,M,45-54,5.7,8.2,5,11.3,27.5,0.1,25.6,20.5,0,2,41.3,36.3,14.3,21.5,7.8,3.3,3.2,46.2,50.3,45.1,69.7,9.9,13.5,33.2,33.1,66.7,84.4,66.1,58.8,35.5,25.6,14.4,16.5,59.3,18.4,33.9,18.6,14.4,2.6,6.8,13.7,5.7,51.7,2.6,42.2,29.5,23.1,5.3
773709,0,F,25-34,42.32,17.53,7.15,5.07,30.4,0.01,12.19,31.4,4.45,4.67,19.18,41.46,32.06,10.64,2.85,1.52,7.5,40.43,58.82,71.38,75.84,39.02,59.04,66.18,47.5,72.73,71.47,58.39,38.61,28.46,20.28,14.99,22.77,68.82,43.06,46.79,29.45,15.55,11.5,8.03,10.16,28.97,53.01,0.59,13.59,31.53,39.81,15.07
773842,1,M,35-44,16.9,14.7,9.2,10.8,40.2,0,16.8,6.1,3,1,12.3,35,51,20.7,9.9,3.2,4.9,36.1,63.2,57,78.2,16,30.4,40.5,41.4,71.9,81.4,68.3,48.7,30.8,25.4,28.1,17.7,68.3,28.1,42.2,24.5,18.6,4.7,6.8,28.9,9.6,67.1,0.6,24.4,20,40.1,15.5
773894,0,M,55-64,6.61,9.18,4.85,9.97,24.8,2.51,10.11,6.97,3.42,1.26,19.09,42.9,32.71,20.98,5.66,2.76,3.29,48.19,46.88,41.55,69.27,9.71,15.41,28.04,31.28,65.83,83.23,63.36,48.21,26.08,19.5,12.98,15.96,55.46,19.45,37.28,19.01,13.55,2.17,4.04,21.28,5.55,52.39,2.36,66.46,13.98,15.33,4.24
773909,0,M,45-54,8.01,6.73,11.38,5.58,32.14,1.86,5.99,26.2,2.23,4.98,17.65,41.72,36.37,19.83,4.19,1.35,3.54,44.72,52.71,44.15,60.81,18.51,13.35,41.43,32.08,64.81,81.77,61.68,45.57,30.27,22.57,15.34,16.47,55.51,24.6,34.75,25.24,13.91,2.57,5.62,13.57,4.83,45.22,1.33,12.79,25.7,44.8,16.71
773955,1,M,55-64,1.8,4.1,3.1,10,19.8,4.5,12.8,19.5,0.5,3.7,21.6,42.9,22.2,30,7.5,2.6,2.3,48.1,40.8,25.8,59.3,6,6.2,19,25.8,56.1,83.5,65.3,49.1,24,18.9,11.6,16.8,48.4,14.7,28.6,17.8,10,1.2,2.6,14.1,1.6,48.2,4.5,91.5,5.9,2.3,0.3
774004,1,F,18-24,34.7,21.9,3.3,6.4,26.1,0,15.1,2.2,32.8,1.1,4.6,49.7,45.3,12.9,9.9,3.8,7.1,26.6,73.1,71.2,79.6,14.9,83.7,51.7,46.1,69.4,71.1,55.4,31.6,17.1,14,25.8,19.4,69,31,49.4,29,18.9,13.9,6.1,40.4,20.1,74.1,0.2,72.6,18,8.2,1.2
774315,1,M,25-34,31.5,14.5,4.6,10.1,37.5,0,20,11.3,4.7,1.9,17.5,38.1,40.2,14,8.8,5.2,5.3,47.2,52,69.6,81.5,23,58.7,47.8,48.6,73.6,76.9,55.2,42.2,27.3,19,18,17.2,70.9,34.4,45.8,26,15,7.9,8.1,20.6,15.1,65.7,0.6,36.2,28.9,26,8.9
774318,1,M,25-34,34.6,15.2,9.4,6.2,39.3,0,7.6,29.1,3.2,2.6,14.3,40.7,41.6,13.6,3.7,2.7,7.6,32.9,66.3,69.8,74.6,36.2,51.8,59.4,45.9,72.7,68,48.1,32.9,27.9,20.4,16,21.3,68.4,39.8,46.8,30.9,16.4,7.1,12.7,18.8,18.4,55.3,0.7,26.9,21.3,37.7,14.1
774685,1,F,45-54,4.6,7.4,2.6,8.4,24,0,25,21.3,0.1,4.1,32.8,39.1,14.1,21.6,6.2,5.3,1.9,57,33.1,42.3,68.2,6.7,16.1,26.7,35.2,63.7,82.8,53.6,48,33.5,26.3,14.9,19.5,56.1,18.4,32.2,17.8,12.1,0.9,5.8,17.3,5.4,51.4,4.5,34.6,26.1,29.8,9.5
774787,1,F,55-64,2.3,5.2,5.1,10.2,24.1,8.6,14.5,12,0.5,1.7,26.1,37.1,27.5,27.4,6.4,2,2.3,43.6,52.5,29.3,59.4,6.3,6.2,21.3,25.3,61.9,88.7,71,57.7,26.6,19.6,13,19.2,49.6,12.6,28,17.2,13.9,1.6,3.1,14.4,2.3,45.1,2.5,81.8,10.8,6.6,0.8
774829,0,F,45-54,4.67,5.19,3.48,7.81,16.5,8.84,11.55,10.78,2.13,1.44,29.35,42.9,16.45,19.58,5.11,1.94,2.92,47.76,48.03,36.01,67.99,7.12,10.85,26.25,29.52,63.88,85.79,63.77,53.34,24.85,17.08,10.03,15.88,54.68,17.57,36.48,17.25,11.6,2.7,3.11,12.52,3.84,45.66,1.77,62.85,18.71,13.98,4.45
774907,1,M,25-34,31.6,18.7,5.1,10.6,38.9,0,15.4,7.9,8.1,2,9.1,28.3,60,18.9,10.3,8.2,7.3,45.1,54.3,70,81.8,27,58.1,40.3,46.3,73.7,71.9,42.8,33.8,18.8,15.1,20.1,19.3,68,36.7,48.9,26.5,15.1,11.3,9.4,37.3,16.1,69.2,0.5,24.7,21.9,40.5,12.9
775325,1,F,25-34,24.9,16.2,5.2,12.3,40,0,18,7.4,5.2,1.7,13.8,39.2,43.9,18.1,7.9,6.7,4.9,47.4,52,70,80.9,24.2,50.9,43.8,45,73.7,73.1,55.5,35.1,25.6,20.4,23.7,18.1,70.7,33.7,48.7,25.7,15.4,8,10.5,26,13.6,68.6,0.6,21.2,25.1,40.4,13.3
775392,0,F,75+,0.96,1.5,0.92,0.33,1.44,93.24,0.41,2.18,0.93,0.07,27.82,28.1,6.71,17.61,1.64,0.42,0.91,39.64,8.95,9.99,26.61,3.31,0.79,17.65,11.01,26.28,82.51,52.81,45.08,17.76,9.41,4.89,15.89,32.12,15.82,27.08,6.87,3.88,0.23,0.47,4.83,1.64,20.59,8.17,97.64,1.52,0.7,0.15
775669,0,M,25-34,38.42,13.99,4.3,3.13,22.65,0.01,14.83,35.63,5.89,5.94,23.61,38.43,27.23,10.99,3.34,2.92,5.14,56.07,42.02,66.74,76.93,26.31,53.8,62.84,49.32,72.19,57.22,46.32,34.11,29.88,20.92,13.32,22.92,68.28,42.35,44.98,28.24,9.69,5.4,14.23,13.67,16.55,53.11,1.01,39.36,26.14,20.95,13.55
775728,1,M,35-44,19.1,18.1,6.2,10.8,33.2,0,20.6,15.9,1.1,2.3,22.3,38.2,31.1,16.4,7.7,5.8,3.1,63.2,35.3,57.9,77.6,17.3,37.5,37.1,45.1,71.6,66.6,52,40.8,27.9,21,14.8,20.8,65.7,30.9,41.1,21.8,14.2,2.9,12.2,29.6,11.7,57.9,1,17.6,25.1,43.7,13.6
775756,1,M,25-34,24.8,16.2,4.8,8.6,36.8,0,24.4,7.2,5.7,2,16.3,36,43.3,17.7,8.9,7.6,5,43,55.9,69.6,82.3,21.7,51.2,43,46.5,73.6,70.4,55.9,35.8,24.6,18.8,25.6,19.8,72.5,33.7,48,25.7,15.3,9,10.9,24.9,12.5,68.1,0.9,43.1,24.3,23.9,8.7
775861,0,M,75+,1,2.03,0.83,0.31,1.09,94.77,0.29,1.32,1.12,0.04,24.63,34.29,9.61,18.57,1.58,0.28,1.36,46.23,31.62,15.16,39.44,4.24,1.23,19.07,15.46,43.67,84.57,59.74,47.75,15,8.06,4.62,15.62,34.61,14.91,26.22,9.66,6.89,0.49,0.22,5.42,2.52,21.27,4.65,98.44,0.65,0.77,0.14
775972,0,M,75+,6.94,6.96,2.59,8.12,14.88,0.91,15.59,11.63,4.04,3.59,28.71,42.51,17.91,21.02,6.08,3.15,2.87,48.3,38.29,41.84,67.58,7.59,17.1,30.19,31.33,59.48,79.57,58.52,47.32,23.64,18.26,11.31,17.16,59.69,21.14,36.76,16.76,7.6,2,4.91,15.55,6.07,53.62,3.43,76.96,12.33,8,2.71
776075,1,F,25-34,34.7,18.8,17.4,4.5,52.5,0,5.5,11.5,3.9,1.7,7.1,29.5,62.6,13.8,4.8,2.4,9.5,31.9,67.8,70.3,74.7,44,48.9,65.8,43.3,72.8,70,65,37.1,27.9,22.5,27.4,19.6,66.1,39.8,48,34.7,20.9,22.7,12.7,18.6,18,61.7,0.3,38.4,20.3,33.2,8
776140,1,F,25-34,38.7,18.3,9,4.9,41.8,0,10.4,18.9,7.1,3.1,10.5,31.8,55.2,13.1,4.9,2.2,8.6,30.8,68.7,69.9,74.6,36.6,57.6,60.5,45.8,72.8,70.4,48.6,35.8,26.6,18.2,18.9,20.9,66.8,37.4,44.9,29.9,17.8,12.4,7.6,20.9,22.1,58.1,0.3,25.4,23.2,40.1,11.3
776169,0,F,35-44,12.48,13.15,8.14,11.82,32.25,0.08,18.09,12.69,1.3,1.39,24.04,45.24,25.87,19.3,7.84,2.34,4.21,42.69,56.11,54.78,75.93,15.09,25.93,40.06,38.59,69.87,80.9,63.54,51.97,29.58,24.86,16.19,19.51,64.36,24.96,41.65,20.54,15.6,2.17,5.92,19.69,10.12,59.15,0.79,31.95,22.95,33.15,11.94
776312,1,F,25-34,31.7,14.7,3.7,12.5,34.1,0,21.3,11.7,5.1,1.9,17,40.9,37.2,14.6,7.5,5.9,6.2,44.5,54.6,69.4,81.1,19.2,57.6,45.8,49.4,75.7,72.2,49.5,37.3,25.4,18.6,16,18.5,71.8,33.7,48.7,25.7,14.6,6.8,9.9,23.2,14.3,64.7,0.7,32.3,29.3,26.7,11.7
776329,1,M,45-54,4.6,5.2,9.5,4.8,26.5,28.9,3.2,17.7,2.5,1.1,17.2,42.6,35.1,17,3.8,1,4.3,44.3,51.7,33.3,55.1,10.2,7.7,35.5,30.3,62.4,84.4,58.9,49.2,33.2,22,8.2,15.1,46.4,20.4,30.7,22.7,13.3,2.3,3.6,10.3,3.8,36.1,1.6,58.2,18.1,18.9,4.8
776389,0,F,65-74,3.18,7.9,5.17,6.55,22.31,14.53,7.13,4.1,3.43,0.84,13.89,41.95,39.41,24.5,6.27,2.13,3.02,52.78,41.1,35.28,68.11,7.14,9.83,26.24,28.13,61.43,83.97,71.89,49.51,22.92,19.82,15.56,16.5,51.62,17.38,34.83,19.06,14.77,3.05,2.6,16.17,4.54,52.84,3.25,68.98,14.79,12.88,3.36
776519,1,F,45-54,5.6,8.8,9.8,15.7,38.7,0.2,11.9,12.6,0.1,1.3,24.7,40.7,31.7,21.5,7.3,3.8,2.7,50.2,47.3,44.8,68.7,8.3,16.1,34.7,37,66.7,87.3,78.6,59.6,35.8,26.4,12.8,14.2,57.6,19.9,34.6,20.7,18,1.4,6,14.2,5.9,53.8,1.6,37.2,30.1,27,5.8
776574,1,F,45-54,8.5,9.4,15.2,6.1,25.2,0.2,5.2,41.3,0.1,2.7,28.9,45.6,20,19.6,2.9,0.8,3.7,43,54.5,45.2,60.3,16.6,13.5,48.9,33.3,65.7,81.7,71.8,54.5,34.4,29.5,10.8,21.1,54.8,22.7,33.9,22.7,16.3,1.8,7.9,11.1,7.8,42.8,1.7,28.9,25,32.6,13.5
776688,1,M,25-34,24.9,17.6,4.8,11.4,34.7,0,19,10.9,5.3,2.4,19.6,43.7,31.7,15.7,7,7.1,5.3,43.7,55.2,69.8,82,23.1,51,46.6,45.6,73.6,67.7,54.7,37.5,24.9,18.9,18.5,18.4,72.4,33.7,48.4,24,14,6.4,9.9,23.7,14.7,65.4,0.8,40.8,22.6,26,10.6
776706,1,F,25-34,26.5,15.1,4,10,32,0,23.3,15.8,3.2,2.1,26,42.1,26.1,13.6,6.8,5.2,6.1,37.2,62.5,71,86.9,18.5,48.9,50,47.3,70.3,69.8,55.6,42,28.1,19.6,18.6,20.3,72.9,33.7,47.6,24.5,14.4,7.4,9.7,20.9,14.4,65.2,0.2,25.4,31.4,33.6,9.6
776881,1,M,55-64,2.3,5.5,2.8,7.1,16.4,4.4,15.1,15.2,0.5,2.7,32.2,37.2,13.8,26.5,6.9,2,1.7,50.8,44,28.5,61.3,5.4,6.3,18.9,26.2,61,83.6,57.6,52.2,26.8,19.1,10.4,18.8,50.1,13.7,28.9,15.6,10.9,0.7,2.7,17.7,2,45,2.2,71.5,16.5,10.2,1.8
776888,1,F,45-54,5.7,7.4,6.6,14.6,36.1,0.1,19.2,12.7,0.1,1.5,29.4,40.1,25.6,24.7,8.3,3.1,2.6,47.9,47.2,45.2,67.8,11,13.3,28.5,31.9,66.5,86.9,67.2,53.2,34.8,26.8,17.3,16.2,56.8,18.4,34.5,19.1,16,2,6.3,19.4,4.4,56.8,3.7,43.9,24.5,24.4,7.3
777050,1,O,55-64,2.5,4.7,3.5,6.3,19.3,3.1,15.6,16.8,0.3,3.4,37.1,35.7,11,24.8,5.8,3,1.7,51.9,36.9,26.1,57.4,5.8,5.5,20.6,25.9,52,87,68.6,56.4,29.8,20.6,13,16.8,51.2,14.6,29.7,15.6,10,0.9,3.7,11.8,2.1,43.9,3.4,33.1,27.7,29.8,9.3
777073,1,F,25-34,42,23.6,6.1,3.4,24.7,0,12.8,33.3,6.2,6.5,18,37.2,34.3,9.8,3.6,4.7,5.3,61.8,36.6,68.9,76.5,33.1,59.3,60,49.9,72.2,54.1,40.7,32.2,22.2,13.8,12.3,24.1,64.6,43.1,45.5,27.5,13.8,5.9,12.8,22.1,26.9,51.1,0.7,32.7,25.3,27,14.9
777084,1,F,35-44,24,11.6,8.5,6,26.4,0,8,41.7,1,3.6,22.9,42.2,25.7,12.7,2.5,1.8,4.6,42.6,55.8,58,69.4,26.8,36.1,54.6,43,70.7,74.5,52.3,43.1,32.3,23.6,11.2,24.4,64.2,33.7,39.8,23.8,15.2,2.7,9.6,14.9,16.2,43.2,1.2,52,23.5,18.8,5.7
777271,1,F,35-44,26.4,31.4,10.4,11.4,38.4,0,16.6,6.7,2.2,2,11.8,22.6,62.8,19.8,13,11.6,3.4,62,36.5,59.6,70,28.9,39.7,41.6,50.7,71.5,54.9,40.3,36,23.9,20.3,22.6,19.3,63.4,34.4,46.3,24.1,14.9,6.6,21.2,45.4,14.9,63.2,0.8,18.7,17.3,34.4,29.6
777272,1,M,35-44,24.7,23.3,8.2,17.4,29.7,0,15.9,10.5,2.3,3,14.6,36.7,43.3,17.8,9.7,6.7,2.7,68.4,30.5,62.5,77.2,27.2,37.9,43.7,52.6,68.2,61.9,47.2,38.1,24.1,18.8,19.3,19.5,63.9,36.7,47.5,20.7,13.1,3.9,6.2,32.8,15,62.9,0.7,35.8,27.4,26.7,10.1
777436,1,O,25-34,31.5,16.5,3.3,8.4,29,0,25.4,13.9,4.4,3.4,26.4,40.4,23.8,14.8,6.2,8,5.2,47.5,51.1,68,82.2,20.2,55.4,45.5,50,68,65.2,48.3,35.5,25,18.3,18.7,21.5,72.1,35.2,47.9,22.9,13.3,4.9,11.9,22.8,15,63.4,0.9,27.9,25.7,31.8,14.5
777492,1,O,25-34,28.3,18,5.1,11.1,40.9,0,19.9,9.1,4,1.6,15.6,36.5,44.8,14.9,9.8,5.7,5.3,37.2,62,71.2,82.4,21.4,57.2,49.8,46.7,73.6,69.5,54,39.7,25.8,18.1,19.8,17.8,70.8,33.7,47.9,25.4,16.3,10.4,9.6,22.9,15.8,67.9,0.6,48.8,22.6,21.4,7.2
777637,0,M,35-44,14.13,14.32,5.79,4.59,13.29,1.37,6.93,25.52,25.49,9.75,13.51,47.94,27.71,16.83,2.99,1.28,4.36,45.15,50.47,45.08,63.65,20.23,23.27,48.13,36.23,63.66,60.91,52.71,37.41,20.31,13.13,10.02,23.42,60.38,28.53,37.29,20.31,11.14,4.21,2,15.92,10.49,45.83,0.99,72.17,14.27,10.16,3.4
