Customer ID,Gender,Age,"TikTok user, at least weekly",Prefer to eat vegan food,Occupation: Director / Managerial,Occupation: Office Worker,Occupation: Professional,Occupation: Retired,Occupation: Service Sector,Occupation: Skilled / Manual Worker,Occupation: Student,Occupation: Unemployed,Highest qualification achieved: GCSE or equivalent,Highest qualification achieved: A-level or equivalent,Highest qualification achieved: university degree or higher,Interests : antiques or fine art,Interests : meditation / mindfulness,Magazines read : celebrity,Has recently switched current account,Internet: moderate user,Internet: frequent user,"Uses Netflix, at least once a week","Facebook user, at least weekly","LinkedIn user, at least weekly","Snapchat user, at least weekly",I love to buy new gadgets and appliances,If an advert on the Internet looks interesting I will click on it,Watches catch-up TV / VoD with ads at least once a week,Watches ITV,Watches Channel 4,Watches Channel 5,Watches Sky 1,Watches Sky Atlantic,Takes own re-usable cup to a coffee shop/cafe,I prefer not to shop in major high street chains,I look for the lowest possible prices when I go shopping,I think more favourably of companies that sponsor events,I only buy products from a company whose ethics I agree with,Has bought something after seeing an ad on the internet in the past 12 months,Has bought something after seeing an email ad in the past 12 months,Has a current account with a neo challenger bank,Car shares journey to work,Interests : vegetarian products,Celebrities influence my purchase decisions,Tends to use a refillable water bottle most days,Internet: light user,Children at home : 0,Children at home : 1,Children at home : 2,Children at home : 3+
99231,F,65-74,1.4,3.09,2.45,5.4,8.71,60.6,4.2,5.21,0.69,0.21,28.37,39.57,15.82,24.43,3.95,1.41,2.24,48.46,40.52,18.17,57.26,3.96,3.07,18.83,20.85,53.75,88.85,67.44,56.42,22.48,15.07,8.4,15.1,44.93,13.37,26.22,12.6,9.86,2.76,1.47,9.32,1.94,38.08,3.24,75.52,11.76,10.2,2.52
310338,M,75+,4.45,7.78,7.77,2.52,8.63,33.65,3.45,24.74,4.5,3.75,22.71,42.5,17.2,23.44,2.53,0.42,2.78,32.59,57.39,31.25,54.21,11.31,7.55,31.75,24.62,56.15,67.5,50.03,42.22,15.17,13.48,7,30.26,47.53,20.41,33.1,17.08,10.82,1.42,2.23,17.21,4.27,33.8,2.49,78.97,9.25,8.8,2.98
225731,M,25-34,12.5,26.79,3.65,10.26,20.76,0.04,25.73,16.29,3.32,2.57,22.67,38.17,29.25,18.98,8.96,6.78,5.99,44.08,54.44,53.77,77.69,14.2,35.02,35.2,42.18,68.18,23.6,28.26,25.97,12.93,8.96,11.1,28.38,63.3,27.46,41.07,20.61,13.46,5.49,6.79,47.79,6.24,51.47,0.52,65.11,24.74,8.38,1.77
250631,M,75+,1.21,3.16,0.66,1.74,2.31,80.11,1.84,3.19,0.72,0.3,29.76,29.33,5.91,22.76,2.89,1.83,1.54,44.24,24.48,14.76,43.81,2.52,2.08,15.14,16.66,36.24,78.47,50.23,48.77,12.97,8.94,6.1,20.02,40.31,13.47,28.4,7.65,5.32,1.73,0.45,11.39,2.04,31.71,3.73,88.32,6.32,4.13,1.23
982000,O,45-54,12.29,6.07,5.68,4.68,21.82,0.4,9.81,41.01,0.62,6.39,30.94,39.69,16.71,14.53,3.08,1.73,2.72,51.75,40.98,41.1,58.77,13.09,19.27,42.79,39.4,57.31,81.52,58.25,47.27,36.85,24.47,8.62,18.94,55.03,27.5,33.04,22.19,12.14,0.94,8.05,8.57,6.58,37.28,2.51,27.77,27.57,29.84,14.82
356548,F,35-44,9.26,7.07,5.18,3,17.06,2.59,11.21,22.41,6.56,9.42,25,38.18,25.49,17.63,3.52,1.31,3.72,50.55,45.6,40.85,63.02,16.67,14.69,41.41,32.45,60.47,77.93,59.2,45.29,30.33,22.03,12.19,19.38,55.36,26.12,34.36,22.54,8.86,4.1,7.02,10.22,6.73,42.26,1.57,46.85,24.48,20.77,7.89
204050,F,25-34,29.53,80.29,18.03,4.63,43.3,0.12,2.79,16.89,8.39,4.54,5.86,17.58,74.82,27.43,1.36,4.99,8.32,25.11,73.56,55.35,67.48,42.16,36.17,68.83,46.7,66.72,57.68,38.87,26.38,14.25,12.6,26.62,49.13,53.43,37.26,47.55,31.6,36.91,25.4,10.42,39.99,93.37,58.48,0.65,77.32,13.57,7.98,1.13
609886,M,35-44,11.59,12.26,4.91,19.13,32.67,0.04,22.17,5.91,2.1,1.45,15.88,47.46,33.26,20.19,13.5,1.54,5.48,44.78,53.27,53.76,75.8,15.06,24.58,36.66,37.24,68.78,62.69,53.98,41.78,23.05,18.72,19.54,19.16,62.18,24.01,39.76,23.78,15.26,11.92,1.31,23.1,4.13,61.25,1.67,51.77,25.82,16.55,5.86
69587,O,18-24,17.17,36.72,8.47,4.42,21.08,0.55,4.84,17.64,40.24,1.46,3.77,41.33,51.57,20.56,3.16,2.12,6.54,28.62,69.87,58.26,73.67,33.23,31.22,66.46,39.56,64.58,68.21,51.54,38.12,24.78,20,14.38,29.96,71.15,32.95,40.83,27.24,24.57,16.93,7.87,18.31,38.43,61.14,0.77,62.67,15.15,14.18,7.99
180424,M,55-64,4.14,5.49,3.46,8.8,16.78,8.8,10.02,10.32,2.09,1.25,28.26,46.45,14.71,20.56,5.9,1.81,2.63,38.58,54.79,36.2,67.16,8.01,11.02,25.79,27.36,60.71,86.2,62.64,52.97,27.82,18.09,9.76,14.25,55.08,17.72,35.78,15.32,10.97,1.91,2.64,13.4,3.86,48.53,2.19,76.87,11.32,9.41,2.4
96282,O,25-34,45.42,29.14,10.44,13.51,47.22,0,13.41,3.65,5.22,1.26,4.35,22.94,71.61,21.25,17.3,10.13,7.12,40.85,58.47,71.14,81.52,41.81,61.05,45.71,56.79,73.68,44.26,35.61,21.56,11.13,10.97,32.83,25.22,66.08,42.99,57.37,30.75,19.52,29.56,8.43,54.72,13.31,75.79,0.53,66.69,19.37,11.41,2.53
50062,F,18-24,42.25,13.02,1.79,2.58,10.14,0.02,15.22,22.86,36.98,7.83,16.12,67.93,11.81,8.7,3.48,1.78,5.98,36.57,63.01,70.9,74.93,20.8,81.59,63.73,46.61,65.97,57.48,40.01,27.14,22.11,15.25,10.79,22.85,70.14,36.96,45.55,28.3,8.95,6.55,10.21,18.05,20.35,56.7,0.3,17,25.98,42.49,14.53
485192,O,65-74,3.78,6.58,4.81,6.33,16.36,19.1,6.42,3.73,5.41,0.7,19.26,42.55,33.5,25.03,6.82,1.68,3.32,36.65,58.51,33.57,69.31,6.24,7.91,24,26.84,60.72,83.89,68.13,50.43,17.91,15.22,15.93,16.72,53.98,17.33,33.95,17.66,12.66,3.34,2.19,20.25,3.45,53.48,2.01,76.08,10.26,11.13,2.53
283437,M,75+,1.1,3.51,1.19,2.02,4.46,75.46,2.67,1.44,0.93,0.09,31.68,39.32,14.65,23.13,4.78,1.11,1.86,35.94,34.49,17.07,48.87,2.91,1.78,17.78,16.06,43.7,88.54,63.69,55.69,18.9,13.24,10.82,14.04,46.65,13.43,29.7,10.46,7.77,0.99,0.64,10.36,2.44,40.17,5.74,93.82,2.89,2.73,0.56
282757,F,65-74,3.89,5.7,4.95,7.29,21.8,6.33,12.56,7.83,1.87,0.91,25.88,38.42,29.53,23.88,7.12,2.06,3.16,38.13,54.01,33.9,66.97,6.54,7.86,25.01,27.26,60.48,85.96,69.43,55.57,27.27,17.94,16.75,16.21,55.83,17.47,35.19,17.52,13.49,2.38,2.51,18.82,2.82,52.75,2.48,86.83,7.92,4.47,0.78
88628,O,25-34,2.01,4.81,3.79,4.28,12.88,41.69,3.19,2.03,4.81,0.32,13.2,32.93,48.2,27.28,7.57,2.74,3.77,45.14,51.94,30.16,70.32,5.2,4.32,17.84,27.19,54.61,84.44,66.06,45.55,16.73,12.89,13.83,15.88,41.64,16.17,30.18,16.17,11.44,7.03,1.67,16.3,2.46,48.9,0.93,63.97,19.2,12.83,4.01
794061,F,55-64,3.98,27.66,6.91,8.61,17.44,4.27,11.35,6.66,1.1,2.84,21.51,35.23,30.14,27.76,8.63,4.91,2.2,63.55,28.06,29.46,55.14,11.11,7.33,20.14,31.6,59.67,44.09,49.34,39.65,17.29,14.03,10.78,25,46.69,19.13,35.23,16.35,11.38,1.51,2.41,47.01,3.78,44.61,3.4,73.33,14.47,8.88,3.32
491990,F,18-24,24.32,22.72,5.9,7.95,38.9,0.02,12.28,2.93,14.4,0.83,8.1,39.77,51.34,15.71,8.18,4.35,6.12,43.67,55.65,66.98,79.2,21.2,56.88,53.07,40.92,72.2,78.49,67.5,41.78,29.84,22.84,29.27,15.7,64.9,27.92,47.05,26,18.84,18.08,7.7,24.98,21.02,72.44,0.54,31.36,23.72,33.9,11.03
745441,M,55-64,7.99,6.78,8.99,4.89,27.7,5.07,7.2,23.45,4.78,5.08,20.94,44.08,29.82,16.79,3.73,1.1,3.75,39.58,55.11,42.98,60.6,17.16,14,44.38,31.2,62.63,81.26,62.11,47.88,33.77,22.67,13.69,15.71,56.31,22.99,33.39,23.66,13.22,2.73,5.19,10.64,5.21,42.45,1.99,67.37,12.64,14.16,5.83
861026,F,25-34,12.43,14.59,5.07,8.83,22.51,0.7,15.69,5.74,4.68,1.79,21.12,41.91,29.71,18.32,9.69,5,3.23,49.67,47.64,47.79,66.88,17.44,24.49,32.09,41.86,65.35,73.58,48.35,42.64,23.89,17.56,16.51,17.87,58.2,28.03,42.85,20.34,13.28,5.17,4.24,27.86,8.11,55.75,1.35,44.89,20.97,21.08,13.06
107674,M,45-54,6.93,5.59,6.83,4.74,18.07,2.78,7.38,29.57,2.95,11.73,24.06,44.08,18.83,17.59,3.07,1.17,3.93,47.47,45.8,37.91,59.69,10.94,10.27,40.33,31.48,61.22,72.34,57.05,39.99,25.68,24.01,9.21,20.19,52.09,22.79,32.01,21.08,8.11,1.93,16.39,10.34,4.08,41.6,2.38,42.68,16.7,22.19,18.44
837721,M,55-64,2.1,8.11,3.06,8.66,16.81,2.72,15.24,16.61,0.44,3.25,32.33,34.99,16.01,26.08,6.56,3.19,2.59,48.63,42.4,25.72,57.16,5.29,5.95,20.66,28.42,56.22,78.31,62.99,52.49,26.1,17.46,8.97,19.79,49.03,15.98,28.29,15.63,9.71,1.21,2.16,14.02,3.35,41.31,2.62,84,10.33,4.34,1.33
12132,F,35-44,8.72,9.74,9.65,4.23,25.75,14.32,4.92,18.55,6.21,3.71,19.34,41.47,34,15.7,2.12,0.8,5.72,41.53,56.94,43.87,68.41,15.72,13.75,46.05,32.32,63.78,83.59,69.44,50.52,32.74,21.79,11.21,18.09,51.88,21.49,34.94,23.36,15.93,4.73,4.12,10.6,10.1,38.83,0.84,52.06,21.16,21.99,4.79
199998,M,35-44,13.84,10.26,4.15,4.84,21.5,0.74,11.1,37.55,2.23,7.82,29.29,41.36,16.88,13.94,2.27,1.4,4.64,44.28,52.33,46.62,65.67,13.5,23.76,46.78,39.25,66.82,79.09,44.92,42.17,33.04,21.48,9.42,21.86,58.56,26.47,35.67,23.87,13.44,2.05,7.73,10.97,15.52,38.2,1.32,36.41,25.03,24.39,14.17
350727,F,55-64,17.32,10.03,10.84,5.83,32.99,0.33,8.39,24.22,5.11,4.04,13.62,39.43,43.54,16.01,3.63,1.31,3.77,40.25,56.23,54.3,66.36,24.46,32.49,51.2,36.46,66.76,78.45,62.39,44.78,29.86,22.05,15.4,20.94,60.55,29.4,39.01,25.91,15.9,4.49,6.15,15.09,9.02,47.55,1.8,59.39,17.98,18.3,4.33
187831,M,25-34,6.37,8.94,3.23,7.17,19.61,1.82,15.63,9.31,3.3,1.93,26.97,40.76,21.38,19.43,5.25,3.16,3.44,47.05,49.91,40.48,71,7.24,15.87,28.66,33.54,65.65,82.36,61.84,49.28,26.3,17.57,12.75,18.02,57.63,19.14,35.79,18.74,12.89,4.18,4.07,15.64,6.67,49.81,1.18,58.19,21.27,14.56,5.98
259753,F,25-34,10.04,7.98,3.35,5.57,19.48,0.51,16.99,7.74,6.25,2.3,25.85,40.57,24.19,20.62,6.19,3.93,3.91,43.47,51.01,45.34,72.19,10.92,22.38,29.63,35.4,58.28,81.28,61.53,45.17,24.21,16.59,19.33,18.52,61.02,23.56,38.88,18.52,12.85,3.02,3.91,18.73,5.86,56.07,1.61,59.01,17.42,16.34,7.23
929249,M,25-34,24.29,22.33,8.27,10.68,47.7,0.01,11.37,2.57,9.17,0.8,4.61,32.96,62.08,19.74,14.16,5.74,6.14,31.9,67.52,64.62,82.28,13.05,54.65,43.91,46.11,70.32,64.49,56.94,31.96,17.65,16.12,33.72,18.7,67.77,30.19,44.56,28.84,17.19,13.06,9.24,44.91,11.62,75.74,0.28,61.77,20.9,13.39,3.94
821081,F,65-74,7.84,10.89,12.84,4.03,23.55,16.98,5.25,20.75,1.73,4.75,23.5,31.62,36.75,17.83,3.7,1.63,2.57,46.96,42.89,35.22,48.83,21.26,9.01,42.51,31.93,57.25,75.4,57.05,47.65,27.07,19.72,12.16,18.37,47.73,27.28,37.08,21.46,12.43,2.03,7.33,13.74,7.17,37.62,2.55,50.99,21.03,21.77,6.21
886190,F,45-54,5.64,35.15,6.82,11.18,21.49,0.04,22.87,24.79,0.06,2.37,41.29,36.59,10.28,21.18,6.58,5.81,2.17,66.9,28.08,41.99,69.99,8.42,14.08,31.16,35.2,63.23,19.67,46.85,40.59,25,19.12,5.69,25.35,61.38,19.66,32.72,18.19,9.99,1.12,9.42,43.77,5.19,41.87,2.79,37.06,33.48,24.6,4.87
704690,M,55-64,3.81,6.11,3.95,6.51,18.65,8.86,10.26,5.1,2.36,0.88,24.9,39.91,29.34,23.76,7.46,2.06,2.41,46.37,48.61,34.16,68.48,6.85,7.6,24.8,27.09,61.79,86.62,66.99,54.88,24.09,17.87,16.73,14.77,56.01,17.28,33.81,18.2,12.58,2.54,2.16,17.48,3.27,52.55,2.3,69.03,13.88,13.98,3.11
781261,M,65-74,3.75,6.02,3.03,6.35,15.78,6.45,10.03,7.67,2.58,0.92,26.17,40.68,21.83,21.84,6.58,2.26,2.77,49.56,41.52,34.08,66.25,6.29,15.01,22.31,28.15,59.36,82.94,60.12,50.12,25.89,17.51,10.83,15.38,53.29,25.95,34.4,16.55,10.73,1.55,2.33,17.91,3.07,49.19,2.63,80.5,9.51,7.64,2.35
247255,F,45-54,8.83,9.03,12.02,4.08,32.7,0.55,8.62,23.23,2.58,6.28,15.46,32.45,48.77,22.09,5.37,1.41,5.57,28.77,69.21,45.45,63.44,17.74,15.82,44.04,33.46,64.88,75.86,59.78,43.39,21.86,18.14,21.87,20.32,55.84,25.04,34.89,26.29,13.83,8.07,4.78,15.18,6.07,48.24,0.7,73.29,15.02,9.69,2
427651,F,35-44,10.23,8.61,11.57,4.76,30.39,1.33,7.15,27.45,4.3,5.53,19.11,43.39,32.71,16.25,3.69,1.41,4.75,42.03,56.28,49.55,65.34,19.38,18.69,47.26,33.78,65.2,72.09,62.79,43.19,29.21,19.98,14.34,19.08,56.79,26.3,36.37,25.4,15.14,5.13,7.88,14,5.61,44.98,0.93,46.49,22.5,24.83,6.18
345400,M,35-44,30.45,16.05,8.32,4.15,29.01,0.02,12.49,35.97,0.98,3.68,24.65,33.86,31.55,14.23,2.68,1.89,5.01,43.18,55.06,53.49,70.65,24.83,40.74,55.52,48.74,61.91,76.54,57.84,42.69,36.04,24.05,15.47,23.9,64.79,37.18,38.65,24.1,16.89,2.13,12.85,13.07,25.35,47.66,0.74,14.5,19.7,38.42,27.38
752231,F,45-54,10.45,14.35,14.69,4.23,35.49,2.28,3.8,10.37,6.62,4.26,7.29,29.46,61.65,19.69,3.94,1.7,5.49,52.21,46.14,44.06,59.86,20.3,16.02,43.23,31.67,69.27,77.61,65.69,43.92,24.18,20.78,18.06,17.79,48.45,22.1,36.4,27.24,17.16,7.02,5.63,23.96,7.97,48.26,0.88,31.74,20.15,37.17,10.94
134616,F,75+,11.26,9.65,12.93,4.33,26.22,5.02,5.55,22.32,8.64,5.27,14.77,39.3,40.95,18.85,3.24,0.8,4.49,33.27,61.47,43.53,61.32,17.95,18.07,41.07,31.69,64.5,74.8,56.39,41.32,18.35,16.32,12.26,25.65,53.89,25.26,37.31,24.22,14.2,3.54,4.34,17.57,7.95,42.22,1.87,77.43,10.61,8.64,3.32
15189,O,45-54,9.37,6.64,8.47,3.89,28.08,4.88,7.83,23.13,4.58,4.34,20.94,42.67,31.44,14.32,4.29,0.84,4.47,33.92,64.12,43.75,63,17.47,17.3,48.39,31.64,66.11,83.6,62.73,51.98,35.25,21.68,13.35,15.66,54.5,22.45,34.89,23.32,14.94,4.61,4.3,9.46,6.03,43.7,0.98,59.75,17.59,19.03,3.64
662142,M,18-24,31.82,15.35,12.62,4.36,40.73,0.02,9.03,17.64,11.12,2.44,6.66,41.81,50.69,13.33,5.4,2.04,10.59,21.61,78.11,68.41,73.05,33.12,61.86,63.97,42.21,69.14,63.61,57.29,31.69,22.48,16.91,24.31,21.2,66.44,36.54,45.88,33.5,19.81,19.4,12.5,22.71,13.03,62.69,0.19,19.05,24.72,44.2,12.03
911314,F,18-24,9.57,7.65,7.91,4.53,24.45,5.16,6.79,16.13,16,4.85,15.36,42.68,37.19,18.56,4,1.15,4.37,38.83,56.62,41.84,63.42,16.13,14.66,38.48,29.62,62.23,74.51,58.15,39.07,24.41,18.45,15.04,18.23,55.91,24.78,36.08,24.22,12.42,4.08,5.81,18,4.53,46.78,1.73,75.77,10.76,10.37,3.1
789018,F,55-64,4.41,4,3.97,3.91,16.51,5.96,10.03,35.95,1.51,11.13,23.47,40.81,18.34,18.16,3.53,1.15,4.41,37.59,48.41,30.85,55.36,10.23,9.36,36.92,29.68,53.98,77.8,54.05,42.78,26.79,18.76,10.58,19.06,49.83,22.87,30.13,20.61,10.19,3.21,4.96,7.59,3.62,37.31,3.87,77.84,13.73,6.34,2.09
14534,M,65-74,5.53,9.5,15.31,3.8,31.27,26.33,1.77,7.88,4.12,1.45,9.09,34.57,54.35,19.82,3.38,0.68,3.45,47.42,48.06,38.61,55.29,17.61,10.83,39.58,30.26,60.21,85.07,69.28,46.28,25.09,22.53,15.04,17.26,44.03,22.86,28.36,23.97,15.79,2.88,4.96,13.67,6.86,43.77,2.13,62.3,10.95,17.85,8.9
967828,F,25-34,42.3,15.69,5.33,4.82,33.17,0.01,16.08,28.77,3.87,3.8,18.98,37.6,35.73,10.98,3.64,2.72,5.5,45.79,52.69,67.22,76.14,33.38,58.39,58.53,50.58,72.31,64.89,42.68,32.11,26.77,18.9,14.36,23.2,69.78,41.77,46.54,30.86,14.26,6.83,11.78,15.33,20.69,51.26,1.04,47.64,25.77,19.8,6.8
677093,F,18-24,50.33,12.57,1.45,3.06,9.52,0.02,15.87,22.58,38.48,6.9,17.7,67.79,8.74,7.17,2.58,1.86,6.61,34.22,65.23,69.33,74.82,21.13,85.74,65.41,50.14,59.72,60.37,44.24,29.07,25.26,14.32,9.94,21.65,71.96,38.6,45.45,25.35,11.62,5.05,9.41,14.67,19.73,51.41,0.32,58.69,20.05,17.08,4.18
224895,F,75+,5.15,6.88,5.99,8.29,21.69,4.51,12.38,8.62,3.38,1.11,24.46,43.62,24.9,23.2,7.38,1.73,2.73,41.8,48.69,39.07,68.02,9.08,11.6,27.75,28.27,60.89,83.6,63.54,51.23,21.55,17.51,14.18,18.33,54.62,19.09,35.84,17.23,12.69,2.12,3.28,17.23,4.31,53.29,4.03,79.97,9.47,8.52,2.04
884706,F,35-44,24.02,13.01,5.02,14.16,32.74,0.04,18.18,10.45,6.99,1.3,15.51,49.08,32.6,13.94,6.61,3.71,3.59,48.72,49.6,65.84,80.76,17.01,56.11,49.33,45.66,70.94,78.1,62.45,44.9,29.52,20.31,15.91,18.54,70.3,30.7,44.96,22.67,16.62,4.11,8.02,19.85,13.32,63.1,1.09,49.76,21.97,22.65,5.63
383874,M,45-54,12.63,6.98,4.18,2.98,15.34,0.78,10.54,36.46,2.61,12.36,31.58,37.84,11.61,13.51,2.64,1.23,2.66,47.05,42.32,37.48,59.06,13.69,20.15,45.25,34.12,53.82,74.01,59.01,47.27,32.56,18.1,9.99,19.88,56.31,28.28,34.32,18.71,10.61,3.31,3.69,8.98,6.35,38.81,1.67,41.25,27.22,21.77,9.75
871858,F,35-44,22.88,10.66,8.39,4.11,28.63,0.02,14.39,31.35,1.68,3.36,20.89,38.3,34.55,14.47,4.44,1.68,4.94,46.5,52.29,60.95,75.93,24,30.89,55.18,44.48,67.15,76.91,59.6,46.08,40.63,30.54,16.08,18.93,65.13,33.73,39.21,27.95,11.26,4.55,12.1,11.77,12.6,49.78,0.85,16.5,23.09,37.68,22.72
102426,M,65-74,5.53,10.2,6.78,2.57,15.17,35.89,3.78,14.5,3.39,4.98,25.64,32.36,21.43,18.3,2.15,1.66,1.78,51.18,28.81,27.24,43.66,16.08,5.96,32.6,27.59,50.59,76.36,45.39,38.26,24.2,17.63,11.18,23.99,43.08,25.87,35.74,16.33,10.32,1.1,4.2,15.7,9.2,34.39,4.09,19.51,21.8,42.18,16.51
117832,M,25-34,27.17,38.38,10.15,8.77,38.5,0.05,10.57,2.3,13.14,1.46,5.83,25.81,67.28,22.29,8.28,7.99,5.57,40.87,58.54,60.47,76.27,33.6,47.46,45.6,47.1,68.43,69.08,58.36,33.8,17.29,14.86,34.09,25.02,59.03,33.64,52.11,26.46,23.5,26,6.9,42.53,32.66,71.18,0.36,44.85,23.38,24.42,7.34
469376,F,35-44,21.16,12.5,15.7,5.3,39.58,0.03,5.94,26.81,1.06,1.75,13.95,38.86,44.97,14.84,4.73,1.88,5.28,37.59,62.02,60.13,69.89,27.79,31.15,58.25,42.79,70.94,74.81,65.82,46.23,38.08,27.1,19.04,16.33,64.27,33.73,40.03,29.81,17.14,4.05,9.62,14.79,10.62,51.55,0.3,18.99,24.5,41.96,14.55
803389,F,35-44,16.82,12.24,4.5,11.21,28.16,0.01,21.41,17.59,1.38,2.53,26.57,43.78,20.59,15.48,6.81,4.07,3.58,46.66,51.8,57.67,77.99,14.48,36.36,41.93,44.5,71.56,78.29,59.39,47.8,35.09,23.76,15.39,16.63,67.66,28.08,40.61,19.41,13.69,2.31,7.83,18.11,11.57,59.24,0.93,19.62,20.27,40.16,19.95
908665,F,25-34,7.35,5.86,4.37,3.93,15.03,4.55,6.62,39.47,4.82,12.63,21.95,48.35,12,14.21,2.48,1.27,2.78,46.48,41.83,39.63,60.73,11.74,16.79,42.8,32.26,58.76,69.04,52.46,38.94,26.69,18.12,7.46,21.67,53.99,24.72,33.57,20.04,10.16,1.61,5.96,9.42,5.75,38.04,3.36,69.71,16.87,10.54,2.88
71935,F,55-64,2.17,4.52,2.78,7.25,15.68,4.28,15.81,16.59,0.41,2.55,34.75,35.24,13.43,24.31,6.66,2.62,2.34,47.44,46.43,28.36,58.77,4.85,6.1,20.48,28.69,60.82,86.46,66.57,56.84,29.87,20.07,8.9,16.85,49.76,14.92,28.62,16.88,10.73,0.9,2.88,10.73,2.14,41.14,2.97,72.47,17.34,8.28,1.91
721296,M,55-64,2.28,4.64,4.34,9.25,21.63,6.39,13.79,13.16,0.36,1.87,31.18,40.91,18.81,25.09,7.77,1.54,2.2,43.18,51.8,28.7,61.07,5.81,6.3,23.72,25.68,61.03,89.93,74.29,61.56,30.43,20.97,11.94,12.92,51.28,13.74,30.58,16.9,11.37,1.13,2.47,9.87,2.21,46.69,2.21,80.8,10.99,6.7,1.51
377833,M,18-24,9.3,17.83,3.72,3.07,14.23,0.41,5.11,1.05,60.1,0.28,2.93,35.82,60.01,26.74,12.21,4.64,5.68,32.02,67.42,57.2,80.57,23.33,27.05,35.57,33.74,62.97,69.12,59.28,33.2,15.38,13.92,29.92,19.89,66.22,26.86,44.74,23.99,17.97,30.38,2.57,35.94,6.53,74.28,0.4,63.66,14.68,17.05,4.61
299101,F,25-34,6.17,7.44,2.26,3.87,12.89,0.26,17.42,10.8,2.09,4.28,32.37,31.26,18.53,23.08,6.1,4.48,3.1,47.9,41.35,34.54,66.53,6.69,13.16,27.1,33.42,54.08,72.33,56.03,44.37,19.33,13.63,19.45,20.68,55.92,22.38,34.44,15.92,10.32,2.91,2.95,19.13,3.79,51.9,1.71,65.24,18.85,12.43,3.48
919157,F,25-34,38.65,14.81,7.24,5.73,31.41,0.02,10.46,31.14,4.77,4.9,18.47,41.28,34.71,12.05,3.42,2.62,6.07,46.11,52.75,69.6,74.88,32.12,53.3,62.14,46.59,72.63,65.53,50.14,34.77,26.68,22.33,11.98,21.15,68.77,39.82,46.41,29.49,10.6,6.39,19.71,14.04,22.04,54.4,0.84,42.42,22.91,23.39,11.28
991154,O,45-54,2.91,6.72,6,8.84,24.17,6.72,8.81,7.72,1.18,0.89,16.33,48.95,30.21,24.17,7.39,1.85,4.33,37.42,59.36,34.93,67.13,6.92,9.28,29.5,29,63.17,87.56,79.92,59.55,32.08,26.25,13.66,12.24,54.8,16.27,31.73,19.96,13.3,3.61,2.34,11.06,2.99,52.55,2.01,67.26,15.99,14.09,2.66
56929,F,65-74,2.43,6.51,4.89,3.14,12.56,41.47,2.28,1.26,5.84,0.14,10.45,31.34,55.56,30.36,8.19,1.93,3.91,43.27,51.84,29.7,63.77,7.72,4.51,20.87,21.98,61.01,86.66,75.24,54.15,20.01,15.21,19.04,12.59,42.55,14.03,33.02,17.23,13.22,8.59,0.92,21.4,2.24,54.58,2.03,91.05,4.94,3.59,0.41
917407,F,35-44,35.41,25.9,8.28,4.76,23.7,0.08,11.01,24.86,10.51,8.35,13.11,43.55,37.64,11.36,4.82,5.91,3.82,62.9,34.81,61.65,62.59,38.32,51.46,56.69,49.38,67.79,56.43,30,28.95,19.52,13.38,15.05,23.98,55.88,38.85,45.09,26.02,15.55,4.51,12.62,35.56,27.38,52.65,1,24.56,24,33.53,17.91
887717,M,25-34,52.62,29.65,11.92,7.11,40.78,0.01,7.14,22.31,3.99,3.34,13.27,34.86,48.01,12.88,3.5,3.9,5.79,39.79,59.59,71.21,69.45,52.47,61.67,64.26,54.47,72.75,66.5,43.59,30.88,25.77,19.84,17.23,22.92,66.61,49.57,53.46,31.52,16.64,10.76,11.19,21.63,43.65,55.98,0.49,32.64,22.49,35.2,9.67
839074,M,75+,1.14,4.11,2.38,1.85,5.36,79.53,1.16,0.76,1.41,0.03,20.69,40.54,30.06,27.55,4.62,0.85,2.5,43.08,42.87,20.51,55.92,4.66,1.84,15.8,17.38,54.16,88.74,72.02,54.08,18.87,13.84,11.31,14.82,37.5,11.64,29.83,11.98,11.36,3.49,0.51,13.93,2.15,41.81,6.06,75.38,9.83,11.77,3.02
35471,F,45-54,11.16,9.89,5.42,2.97,16.93,0.08,11.36,41.31,0.31,9.82,30.41,36.44,18.88,15.63,3.61,2.42,2.79,54,41.49,39.65,59.46,13.08,18.4,46.35,37.09,57.81,69.2,53.68,46.91,28.72,18.31,12.58,21.24,52.21,25.94,31.67,19.01,12.97,1.3,6.34,16.13,6.49,43.3,0.77,26.8,26.4,27.77,19.03
221277,M,55-64,2.83,4.34,5.1,3.88,15.48,18.67,5.48,37.56,0.67,6.77,23.18,46.67,14.05,21.52,3.11,0.82,3.74,38.3,57.1,23.79,51.16,9.46,6.18,31.04,26.51,60.78,82.88,64.42,50.88,31.23,24.23,6.75,17.92,49.14,17.19,25,22.15,10.38,0.97,3.45,7.95,2.44,32.85,3.17,76.34,15.52,7.2,0.94
492670,F,18-24,31.16,15.31,1.61,4.95,14.06,0.01,21.89,4.97,33.73,2.13,14.05,63.95,20.28,11.8,8.47,4,5.12,30.18,69.51,69.81,81.8,12.46,80.26,51.4,45.01,67.06,67.77,58.01,34.19,19.1,13.23,22.89,18.36,74.36,31.03,47.82,25.62,13.37,11.31,6.22,27.04,14.91,71.9,0.22,68.34,22.58,7.76,1.33
